Real o Pto.,Asiento ,Documento ,Proveedor,Detalle,Fecha_Contable,Fecha_Documento,Moneda, Precio Unitario,ARS,USD, Cantidad, Cuenta ,Cuenta,Área,Linea Negocio,Horario
R20,,8014373,Elex SRL,,8/6/2020,7/22/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,8081092,Elex SRL,,8/6/2020,7/22/2020,Pesos,"  1,333.60 ","  129,519.23 ","  1,333.60 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,2364014,Elex SRL,,8/6/2020,7/22/2020,Dólares,  532.00 ,"- 51,667.84 ",- 532.00 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,8568915,Elex SRL,,8/6/2020,7/22/2020,Pesos,  532.00 ,"- 51,667.84 ",- 532.00 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,4469549,Elex SRL,,8/6/2020,7/22/2020,Pesos,  571.20 ,"- 55,474.94 ",- 571.20 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,195520,Elex SRL,,8/6/2020,7/22/2020,Pesos,  563.20 ,"- 109,395.97 ","- 1,126.40 ",- 2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,4708622,Elex SRL,,8/6/2020,7/22/2020,Pesos,  682.40 ,"- 66,274.69 ",- 682.40 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,13032845,Elex SRL,,8/6/2020,7/22/2020,Dólares,  620.80 ,"- 60,292.10 ",- 620.80 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,12909808,Elex SRL,,8/6/2020,7/22/2020,Dólares,  620.80 ,"- 60,292.10 ",- 620.80 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,7188911,Elex SRL,,8/6/2020,7/22/2020,Dólares,  620.80 ,"- 60,292.10 ",- 620.80 ,- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,12613682,Elex SRL,,8/6/2020,7/22/2020,Dólares,"  1,365.60 ","- 132,627.07 ","- 1,365.60 ",- 1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,13754694,Elex SRL,,8/6/2020,7/22/2020,Pesos,  500.00 ,"  48,560.00 ",  500.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,7354555,Elex SRL,,8/6/2020,7/22/2020,Dólares,  500.00 ,"  48,560.00 ",  500.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,6829547,Elex SRL,,8/6/2020,7/22/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,10159787,Johnson y Cia,,8/6/2020,7/22/2020,Dólares,  547.20 ,"  106,288.13 ","  1,094.40 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,10617430,Johnson y Cia,,8/6/2020,7/22/2020,Dólares,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,4451617,Johnson y Cia,,8/6/2020,7/22/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,2586394,Johnson y Cia,,8/6/2020,7/22/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,201233,Johnson y Cia,,8/6/2020,7/22/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,2776716,Johnson y Cia,,8/6/2020,7/22/2020,Pesos,"  1,333.60 ","  129,519.23 ","  1,333.60 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,5787024,Johnson y Cia,,8/12/2020,7/28/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,7494911,Johnson y Cia,,8/12/2020,7/28/2020,Dólares,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,13977795,Johnson y Cia,,8/12/2020,7/28/2020,Pesos,  547.20 ,"  106,288.13 ","  1,094.40 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,8074841,Johnson y Cia,,8/12/2020,7/28/2020,Pesos,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,522944,Johnson y Cia,,8/12/2020,7/28/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,10913302,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  287.60 ,"  27,931.71 ",  287.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sfn,nocturno
R20,,6498003,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,6057648,BTG Transportes S.A.,,8/12/2020,7/28/2020,Dólares,  899.20 ,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,nocturno
R20,,4997585,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  520.00 ,"  101,004.80 ","  1,040.00 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,luq,diurno
R20,,540630,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,eze,diurno
R20,,14243978,BTG Transportes S.A.,,8/12/2020,7/28/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,5046442,BTG Transportes S.A.,,8/12/2020,7/28/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,1292289,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,5892883,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,1335007,BTG Transportes S.A.,,8/12/2020,7/28/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,5750226,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,14330249,BTG Transportes S.A.,,8/12/2020,7/28/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,nocturno
R20,,12434667,Stone S.A.,,8/12/2020,7/28/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,13973235,Stone S.A.,,8/12/2020,7/28/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,1552412,Stone S.A.,,8/12/2020,7/28/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,5325001,Terra S.A.,,8/14/2020,7/30/2020,Pesos,  33.22 ,"  3,225.94 ",  33.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,8992131,Terra S.A.,,8/14/2020,7/30/2020,Dólares,  33.22 ,"  3,225.94 ",  33.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,13823170,Terra S.A.,,8/14/2020,7/30/2020,Pesos,  33.22 ,"  3,225.94 ",  33.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,12750661,Terra S.A.,,8/14/2020,7/30/2020,Pesos,  43.38 ,"  4,212.68 ",  43.38 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,12412543,Terra S.A.,,8/14/2020,7/30/2020,Dólares,  131.64 ,"  12,784.88 ",  131.64 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,8467461,Terra S.A.,,8/14/2020,7/30/2020,Dólares,  33.22 ,"  3,225.94 ",  33.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,2528539,Terra S.A.,,8/14/2020,7/30/2020,Pesos,  33.22 ,"  3,225.94 ",  33.22 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,fma,diurno
R20,,4441859,Terra S.A.,,8/14/2020,7/30/2020,Dólares,  82.43 ,"  8,005.80 ",  82.43 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,13522012,Terra S.A.,,8/14/2020,7/30/2020,Pesos,  230.07 ,"  22,344.59 ",  230.07 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,4607060,FERNANDEZ y CIA,,8/19/2020,8/4/2020,Pesos,  116.00 ,"- 22,531.84 ",- 232.00 ,- 2.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,6196188,FERNANDEZ y CIA,,8/19/2020,8/4/2020,Dólares,"  2,144.00 ","  208,225.28 ","  2,144.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,13670168,Rodeo S.A.,,8/24/2020,8/9/2020,Dólares,"  7,325.36 ","  711,438.96 ","  7,325.36 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
R20,,6579725,Rodeo S.A.,,8/24/2020,8/9/2020,Pesos,"  7,325.36 ","  711,438.96 ","  7,325.36 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,2113784,Rodeo S.A.,,8/24/2020,8/9/2020,Pesos,"  7,325.36 ","  711,438.96 ","  7,325.36 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
R20,,210736,Johnson y Cia,,8/25/2020,8/10/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,diurno
R20,,2457773,Johnson y Cia,,8/25/2020,8/10/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,nocturno
R20,,11379345,Johnson y Cia,,8/25/2020,8/10/2020,Dólares,"  1,333.60 ","  129,519.23 ","  1,333.60 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,nocturno
R20,,2512271,Johnson y Cia,,8/25/2020,8/10/2020,Dólares,"  3,080.00 ","  299,129.60 ","  3,080.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,13316627,Johnson y Cia,,8/25/2020,8/10/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,12298642,Johnson y Cia,,8/25/2020,8/10/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,14288878,Johnson y Cia,,8/25/2020,8/10/2020,Dólares,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,947620,Terra S.A.,,8/26/2020,8/11/2020,Dólares,  32.90 ,"  3,195.64 ",  32.90 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,664726,Terra S.A.,,8/26/2020,8/11/2020,Dólares,  32.90 ,"  3,195.64 ",  32.90 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,8778540,Terra S.A.,,8/26/2020,8/11/2020,Dólares,  43.00 ,"  4,176.16 ",  43.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,juj,diurno
R20,,11757816,Terra S.A.,,8/26/2020,8/11/2020,Pesos,  179.60 ,"  17,442.75 ",  179.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,14793767,Terra S.A.,,8/26/2020,8/11/2020,Pesos,  179.60 ,"  17,442.75 ",  179.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,13293289,Fierro S.A.,,8/26/2020,8/11/2020,Pesos,  216.00 ,"  41,955.84 ",  432.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,4410612,Johnson y Cia,,9/9/2020,8/25/2020,Pesos,  650.40 ,"  63,166.85 ",  650.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,13512273,Johnson y Cia,,9/9/2020,8/25/2020,Dólares,  658.40 ,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,nocturno
R20,,10083360,Johnson y Cia,,9/9/2020,8/25/2020,Dólares,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,11657289,Johnson y Cia,,9/9/2020,8/25/2020,Pesos,"  1,291.23 ","  125,404.45 ","  1,291.23 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,diurno
R20,,10023115,Johnson y Cia,,9/9/2020,8/25/2020,Pesos,"  1,252.78 ","  121,670.38 ","  1,252.78 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,irj,diurno
R20,,3587549,Johnson y Cia,,9/9/2020,8/25/2020,Pesos,"  1,252.78 ","  121,670.38 ","  1,252.78 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,6258636,Johnson y Cia,,9/9/2020,8/25/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,9274632,Terra S.A.,,9/9/2020,8/25/2020,Pesos,  32.20 ,"  3,127.26 ",  32.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,13062020,Terra S.A.,,9/9/2020,8/25/2020,Pesos,  80.40 ,"  7,808.45 ",  80.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,10999360,Terra S.A.,,9/9/2020,8/25/2020,Dólares,  128.60 ,"  12,489.63 ",  128.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,2961886,Terra S.A.,,9/9/2020,8/25/2020,Dólares,  32.20 ,"  3,127.26 ",  32.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,3387001,Terra S.A.,,9/9/2020,8/25/2020,Pesos,  80.40 ,"  7,808.45 ",  80.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Sistemas,fma,diurno
R20,,9434557,Stone S.A.,,9/10/2020,8/26/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,9918422,Stone S.A.,,9/10/2020,8/26/2020,Dólares,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,2212446,Stone S.A.,,9/10/2020,8/26/2020,Pesos,  224.00 ,"  21,754.88 ",  224.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,rza,diurno
R20,,1696438,Fierro S.A.,,9/15/2020,8/31/2020,Dólares,  208.00 ,"  20,200.96 ",  208.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,13004403,Johnson y Cia,,9/17/2020,9/2/2020,Dólares,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,11162212,Johnson y Cia,,9/17/2020,9/2/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,8548114,Elex SRL,,9/17/2020,9/2/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,8049700,Elex SRL,,9/17/2020,9/2/2020,Dólares,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sfn,diurno
R20,,8981423,Elex SRL,,9/17/2020,9/2/2020,Pesos,"  1,333.60 ","  129,519.23 ","  1,333.60 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,nocturno
R20,,14038377,Terra S.A.,,9/18/2020,9/3/2020,Dólares,  127.31 ,"  12,364.54 ",  127.31 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,6154949,Terra S.A.,,9/18/2020,9/3/2020,Pesos,  31.77 ,"  3,085.31 ",  31.77 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,3047454,Terra S.A.,,9/18/2020,9/3/2020,Pesos,  79.54 ,"  7,725.31 ",  79.54 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,12775895,Terra S.A.,,9/18/2020,9/3/2020,Pesos,  318.39 ,"  30,922.23 ",  318.39 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,8639477,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  256.00 ,"  49,725.44 ",  512.00 ,  2.00 , 500556-0688-08-000,Servicios de Transporte,Sistemas,sfn,diurno
R20,,2390443,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,1608406,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,11417917,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  287.60 ,"  27,931.71 ",  287.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,3582957,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  287.60 ,"  27,931.71 ",  287.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sfn,nocturno
R20,,3233194,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,8270079,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,10146964,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  732.00 ,"  71,091.84 ",  732.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,3038767,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,"  1,854.00 ","  180,060.48 ","  1,854.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,3918794,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  358.00 ,"  34,768.96 ",  358.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,mdz,diurno
R20,,14019700,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,nocturno
R20,,1826417,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  441.60 ,"  42,888.19 ",  441.60 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,nocturno
R20,,2642906,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  899.20 ,"  87,330.30 ",  899.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,7403304,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,"  2,096.00 ","  203,563.52 ","  2,096.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,diurno
R20,,6757457,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,1298717,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  512.00 ,"  49,725.44 ",  512.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,4748278,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,"  1,766.00 ","  171,513.92 ","  1,766.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,sfn,nocturno
R20,,7651371,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,sfn,nocturno
R20,,6229670,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,cor,nocturno
R20,,8570027,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  578.00 ,"  56,135.36 ",  578.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,nocturno
R20,,4900755,BTG Transportes S.A.,,9/18/2020,9/3/2020,Pesos,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,crd,diurno
R20,,7468744,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  248.00 ,"  24,085.76 ",  248.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,irj,diurno
R20,,9234822,BTG Transportes S.A.,,9/18/2020,9/3/2020,Dólares,  776.00 ,"  75,365.12 ",  776.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
R20,,7884292,Stone S.A.,,9/24/2020,9/9/2020,Dólares,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,4058357,Stone S.A.,,9/24/2020,9/9/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,luq,diurno
R20,,13471581,Elex SRL,,9/25/2020,9/10/2020,Pesos,  539.20 ,"  52,367.10 ",  539.20 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,mdz,diurno
R20,,11979767,Elex SRL,,9/25/2020,9/10/2020,Pesos,  658.40 ,"  127,887.62 ","  1,316.80 ",  2.00 , 500556-0688-08-000,Servicios de Transporte,Compras,eze,nocturno
R20,,9197829,Elex SRL,,9/25/2020,9/10/2020,Dólares,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,crd,diurno
R20,,8442133,Elex SRL,,9/25/2020,9/10/2020,Dólares,"  1,108.80 ","  107,686.66 ","  1,108.80 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,res,diurno
R20,,3021128,Elex SRL,,9/25/2020,9/10/2020,Dólares,"  1,333.60 ","  129,519.23 ","  1,333.60 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,cor,nocturno
R20,,259358,Elex SRL,,9/25/2020,9/10/2020,Dólares,  599.47 ,"  174,660.61 ","  1,798.40 ",  3.00 , 500556-0688-08-000,Servicios de Transporte,Compras,uaq,diurno
R20,,8524561,Elex SRL,,9/25/2020,9/10/2020,Pesos,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,luq,diurno
R20,,11824808,Elex SRL,,9/25/2020,9/10/2020,Dólares,  588.80 ,"  57,184.26 ",  588.80 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,rza,diurno
R20,,4292219,Stone S.A.,,10/6/2020,9/21/2020,Pesos,  464.00 ,"  45,063.68 ",  464.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,uaq,diurno
R20,,7358431,Terra S.A.,,10/9/2020,9/24/2020,Pesos,  77.36 ,"  7,513.20 ",  77.36 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,juj,diurno
R20,,4148605,Terra S.A.,,10/9/2020,9/24/2020,Dólares,  124.04 ,"  12,046.76 ",  124.04 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,juj,diurno
R20,,5887615,Terra S.A.,,10/9/2020,9/24/2020,Dólares,  30.68 ,"  2,979.64 ",  30.68 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,juj,diurno
R20,,3611175,Terra S.A.,,10/9/2020,9/24/2020,Pesos,  77.36 ,"  7,513.20 ",  77.36 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,fma,diurno
R20,,6989940,Terra S.A.,,10/9/2020,9/24/2020,Pesos,  217.40 ,"  21,113.89 ",  217.40 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,fma,diurno
R20,,6412143,Terra S.A.,,10/9/2020,9/24/2020,Pesos,  30.68 ,"  2,979.64 ",  30.68 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,RR.HH.,fma,diurno
R20,,5974768,Terra S.A.,,10/9/2020,9/24/2020,Pesos,  30.68 ,"  2,979.64 ",  30.68 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Seguridad,fma,diurno
R20,,1109163,Stone S.A.,,10/13/2020,9/28/2020,Dólares,  304.00 ,"  29,524.48 ",  304.00 ,  1.00 , 500556-0688-08-000,Servicios de Transporte,Compras,sla,diurno
R20,,6912765,BTG Transportes S.A.,,10/13/2020,9/28/2020,Dólares,"  1,040.00 ","  101,004.80 ","  1,040.00 ",  1.00 , 500556-0688-08-000,Servicios de Transporte,Mantenimiento,cor,diurno
